Title,Number,Abbreviation,AvgWorkloadRating,AvgDifficultyRating,AvgUtilityRating
Computational Analysis Tools In MET,16200,MET,0,0,0
Introduction To Food Processing,16200,FS,0,0,0
Introduction To Event And Meeting Planning Industry,16200,HTM,0,0,0
Introduction To Sound Design And Technology,16300,THTR,0,0,0
Introduction To Graphics For Manufacturing,16300,CGT,0,0,0
Graphical Communication And Spatial Analysis,16300,CGT,0,0,0
Graphics For Civil Engineering And Construction,16400,CGT,0,0,0
Introduction To Theatre Organization And Management,16400,THTR,0,0,0
Analytic Geometry And Calculus I,16500,MA,0,0,0
History And Theory Of Landscape Architecture,16600,LA,0,0,0
Analytic Geometry And Calculus II,16600,MA,0,0,0
Introduction To Actuarial Science,17000,MA,0,0,0
Introduction To Actuarial Science,17000,STAT,0,0,0
Modern Mechanics-Honors,17200,PHYS,0,0,0
Modern Mechanics,17200,PHYS,0,0,0
Human-Centered Design And Development Experience Studio I,17207,CGT,0,0,0
 HCDD Learning Studio I,17208,CGT,0,0,0
Introduction To Tourism Management,17300,HTM,0,0,0
Calculus And Analytic Geometry II,17300,MA,0,0,0
Multivariable Calculus,17400,MA,0,0,0
Information Strategies For Management,17500,MGMT,0,0,0
Information Strategies-Honors,17500,GS,0,0,0
Information Strategies,17500,GS,0,0,0
Construction Materials And Methods,17500,BCM,0,0,0
Visual Programming,17500,CNIT,0,0,0
Information Technology Architectures,17600,CNIT,0,0,0
Professional Internship I,17600,ENGR,0,0,0
Programming With Multimedia Objects,17700,CS,0,0,0
Data Acquisition And Systems Control,17700,ECET,0,0,0
Study Skills Seminar,17700,GS,0,0,0
Introduction To Digital Systems,17900,ECET,0,0,0
Introduction To Systems Development,18000,CNIT,0,0,0
 Engineering Tech Foundations,18000,ENGT,0,0,0
Engineering Technology Foundations,18000,ENGT,0,0,0
Problem Solving And Object-Oriented Programming,18000,CS,0,0,0
Minorities In Engineering Seminar,18000,ENGR,0,0,0
Engineering Technology Applications,18100,ENGT,0,0,0
 Engineering Tech Applications,18100,ENGT,0,0,0
Honors Calculus I,18100,MA,0,0,0
Classical World Civilizations,18100,CLCS,0,0,0
Orientation To Animal Sciences,18100,ANSC,0,0,0
Lodging Management,18100,HTM,0,0,0
Foundations Of Computer Science,18200,CS,0,0,0
Honors Calculus II,18200,MA,0,0,0
Cooperative Work Experience I,18300,CHM,0,0,0
Professional Practicum I,18300,MA,0,0,0
Professional Practice I,18300,PHYS,0,0,0
Cooperative Work Experience I,18300,STAT,0,0,0
Professional Practice I,18300,CS,0,0,0
Professional Practicum II,18400,MA,0,0,0
Cooperative Work Experience II,18400,STAT,0,0,0
Professional Practice II,18400,PHYS,0,0,0
Cooperative Work Experience II,18400,CHM,0,0,0
Professional Practice II,18400,CS,0,0,0
Intro To Algebra,19000,MA,0,0,0
Topics In Computer Science,19000,CS,0,0,0
Contempory Issues Computing,19000,CS,0,0,0
Topics In CS,19000,CS,0,0,0
Toxicology Lab Experience,19000,HSCI,0,0,0
Topics In Mathematics For Undergraduates,19000,MA,0,0,0
Topics In Industrial Technology,19000,IT,0,0,0
Digital Literacy,19000,CS,0,0,0
PLTW Biotech Certification,19000,IT,0,0,0
First Year Statistics Seminar,19000,STAT,0,0,0
Introduction To Electrical And Computer Engineering,19000,ECE,0,0,0
Learning Community Seminar,19000,CS,0,0,0
Quantitative Reasoning,19000,MA,0,0,0
Intro To MGMT & Info Strat,19000,MGMT,0,0,0
Introduction To Materials Engineering,19000,MSE,0,0,0
Topics In Computer Sciences,19000,CS,0,0,0
Elem Tpc Math Undergrad,19000,MA,0,0,0
Data Analysis Seminar,19000,STAT,0,0,0
Topics In Statistics For Undergraduates,19000,STAT,0,0,0
Software Security Research,19000,CS,0,0,0
Tools,19000,CS,0,0,0
Rock And Mineral Lab,19100,EAS,0,0,0
Dynamic Earth,19100,EAS,0,0,0
Freshman Resources Seminar,19100,CS,0,0,0
Planet Earth Laboratory,19100,EAPS,0,0,0
No Fear,19100,EAPS,0,0,0
Planet Earth Laboratory,19100,EAS,0,0,0
Service Learn Outreach,19100,EAPS,0,0,0
Introductory Topics In Earth And Atmospheric Science,19100,EAPS,0,0,0
Service Learn Outreach,19100,EAS,0,0,0
Construction Internship I,19100,CEM,0,0,0
Supervised Work Experience,19100,IT,0,0,0
Cooperative And Professional Work Experience I,19100,AD,0,0,0
Part-Time Curricular Practical Training,19100,SCI,0,0,0
Nrly Op Forecast Exp & Report,19100,EAPS,0,0,0
"Sanitation And Health In Foodservice, Lodging, And Tourism",19100,HTM,0,0,0
Dynamic Earth Lab,19100,EAS,0,0,0
Cooperative And Professional Work Experience II,19200,AD,0,0,0
Cooperative And Professional Work Experience III,19300,AD,0,0,0
Freshman Chemistry Orientation,19400,CHM,0,0,0
Women In Engineering Seminar,19400,ENGR,0,0,0
Cooperative And Professional Work Experience IV,19400,AD,0,0,0
Cooperative And Professional Work Experience V,19500,AD,0,0,0
ENGR Leadership,19500,ENGR,0,0,0
The Historian's Craft: Historical Research And Film,19500,HIST,0,0,0
Ecology Of Plant Reproduction,19500,BIOL,0,0,0
Makers Cross-Cultural Perpctv,19500,ENGR,0,0,0
Science Mentoring,19500,SCI,0,0,0
EPICS Learning Community,19500,ENGR,0,0,0
Caspie Laboratory,19500,BIOL,0,0,0
Creatv&Innovatn Engr II-Honors,19500,ENGR,0,0,0
Organismal Dev & Physiology,19500,BIOL,0,0,0
Instruction To Communication,19500,SCI,0,0,0
Year I Bio Lab:Disease Ecology,19500,BIOL,0,0,0
Honors Creatv&Innovatn Engr I,19500,ENGR,0,0,0
"Biodiversity,Ecology&Evolution",19500,BIOL,0,0,0
Admissions Internship,19500,SCI,0,0,0
Engr Ambas Ldrshp Sem,19500,ENGR,0,0,0
Plan For Engr Leadrshp Dev,19500,ENGR,0,0,0
Biol Mentoring,19500,SCI,0,0,0
Intro To Engr Disciplines,19500,ENGR,0,0,0
Frst Yr Exp:Transition&Success,19500,ENGR,0,0,0
Reflection On Engr Ldrship,19500,ENGR,0,0,0
Washington DC Practicum,19500,ENGR,0,0,0
Freshman Scholars Project Seminar,19500,HSCI,0,0,0
Global Science Ldrshp Seminar,19500,SCI,0,0,0
Bonding Serv Learning,19500,SCI,0,0,0
Adv Writing Lab Intro Biology,19500,BIOL,0,0,0
The Purdue Energy Academy,19500,BIOL,0,0,0
Portfolio Of Exp Engr Ldrshp,19500,ENGR,0,0,0
Honors Computer Tools Overview,19500,ENGR,0,0,0
Discovering Engineering,19500,ENGR,0,0,0
Biology Mentoring,19500,SCI,0,0,0
School Of Health Sciences Freshman Honors Seminar,19501,HSCI,0,0,0
School Of Health Sciences Freshman Honors Project,19601,HSCI,0,0,0
Purdue Promise First-Year Experience Course,19700,GS,0,0,0
EAS Freshman Honors Special Assignment,19700,EAS,0,0,0
Chemistry Freshman Honors Research,19700,CHM,0,0,0
Biology Freshman Honors Seminar,19700,BIOL,0,0,0
First Year Honors Seminar,19700,CSR,0,0,0
Freshman Honors Seminar,19700,CS,0,0,0
Health&Human Science First Year Honors Seminar-Global Challenges In Human Health And Quality Of Life,19700,HHS,0,0,0
Wild Things Learning Community,19800,FNR,0,0,0
McDonldiztn Of Society,19900,HONR,0,0,0
Team Performance,19900,HONR,0,0,0
Brain Disorders,19900,HONR,0,0,0
Independent Learning Module,19900,TECH,0,0,0
McDonaldization Of Society,19900,HONR,0,0,0
"Politics, Culture & Cartoons",19900,HONR,0,0,0
Strategies For A Successful First Year,19900,GS,0,0,0
Tpcs Humanities & Technology,19900,TECH,0,0,0
Veterans Learning Community,19900,CNIT,0,0,0
Experiential Learning,19900,TECH,0,0,0
"AIDS: Biomd, Soc&Eth Iss",19900,HONR,0,0,0
"Economics In Lit, Drama & Art",19900,HONR,0,0,0
The History Of Great Ideas,19900,HONR,0,0,0
Beyond Afghanistan,19900,HONR,0,0,0
Electric Vehicle Design & Fab,19900,TECH,0,0,0
Design Lab II,19900,TECH,0,0,0
Animals In Global Culture,19900,HONR,0,0,0
Animals In Societies,19900,HONR,0,0,0
Idea Of Honors,19900,HONR,0,0,0
Special Topics In Technology,19900,TECH,0,0,0
First Year Honors Seminar,19900,HONR,0,0,0
Reading & Seeing Middle Ages,19900,HONR,0,0,0
Human Genetics,19900,HONR,0,0,0
"Sense, Sensibility & Cyborgs",19900,TECH,0,0,0
The Presidential Seminar,19900,HONR,0,0,0
App Sustainability Principles,19900,TECH,0,0,0
The Great War & Its Aftermath,19900,HONR,0,0,0
Science And Pseudoscience,19900,HONR,0,0,0
Superheroes & American Culture,19900,HONR,0,0,0
Publishing Bootcamp,19900,HONR,0,0,0
Seminar II,19900,TECH,0,0,0
Civic Ident In Emer Democracy,19900,HONR,0,0,0
Stem Cells,19900,HONR,0,0,0
Evolution Of The Bible,19900,HONR,0,0,0
Chicago!,19900,HONR,0,0,0
Lincoln & Civil War Era,19900,HONR,0,0,0
Popular Culture,19900,HONR,0,0,0
Intro To 3D Spatial Vis,19900,TECH,0,0,0
Writing Your Childhood,19900,HONR,0,0,0
Topics In Computer And Information Technology,19900,CNIT,0,0,0
Sports And Politics,19900,HONR,0,0,0
The Sustainability Project I,19901,HONR,0,0,0
The Evolution Of Ideas,19901,HONR,0,0,0
The Evolution Of Ideas II,19902,HONR,0,0,0
The Sustainability Project II,19902,HONR,0,0,0
Interdisciplinary Approaches In Writing,19903,HONR,0,0,0
Preparing Tomorrow's Leaders: Purpose And Connection,20000,GS,0,0,0
Undergraduate Sophomore Seminar,20000,AAE,0,0,0
Introduction to Nuclear Engineering,20000,NUCL,0,0,0
Introductory Accounting,20000,MGMT,0,0,0
Chemical Engineering Seminar,20000,CHE,0,0,0
Electrical And Computer Engineering Seminar,20000,ECE,0,0,0
Healthy Lifestyles,20000,HK,0,0,0
Introduction To Environmental Careers,20000,NRES,0,0,0
Thermodynamics I,20000,ME,0,0,0
Introduction To Cognitive Psychology,20000,PSY,0,0,0
Industrial Engineering Seminar,20000,IE,0,0,0
Introduction To The Study Of Religion,20000,REL,0,0,0
Fundamentals Of Chemistry,20000,CHM,0,0,0
History And Philosophy Of Education,20000,EDST,0,0,0
Intro Cogn Psych-Honors,20000,PSY,0,0,0
Introduction To Entrepreneurship And Innovation,20000,ENTR,0,0,0
Global Design Team II,20000,GEP,0,0,0
Professional Development In Consumer Sciences,20000,CSR,0,0,0
Professional Development In Consumer Science,20000,CSR,0,0,0
Beginning Painting,20000,AD,0,0,0
Introduction To The Study Of Political Science,20000,POL,0,0,0
Pharmacy Orientation II,20000,PHRM,0,0,0
Educational Policies And Laws,20010,EDST,0,0,0
Introductory Accounting For Non-Management Majors,20010,MGMT,0,0,0
Business Accounting,20010,MGMT,0,0,0
Cooperative Seminar I,20100,CHE,0,0,0
Italian For Commercial Comm,20100,LC,0,0,0
Introduction To Family Processes,20100,CDFS,0,0,0
Classical Greek Level III,20100,GREK,0,0,0
"Globl Habitats, Cmnty Dev&Sust",20100,AMST,0,0,0
Intro To Linguistics-Honors,20100,LING,0,0,0
French Level III,20100,FR,0,0,0
Plant Propagation,20100,HORT,0,0,0
Engineering In Global Context,20100,ENGR,0,0,0
Interpretation Of The New Testament,20100,REL,0,0,0
Japanese Level III,20100,JPNS,0,0,0
Management Accounting I,20100,MGMT,0,0,0
Anc Jud & Early Christ,20100,HIST,0,0,0
Portuguese Level III,20100,PTGS,0,0,0
Plants And Civilization,20100,BTNY,0,0,0
American Youth Culture,20100,AMST,0,0,0
Linear Circuit Anly I-Honors,20100,ECE,0,0,0
Youth Conformity & Rebellion,20100,AMST,0,0,0
Introduction To Archaeology And World Prehistory,20100,ANTH,0,0,0
Chinese Level III,20100,CHNS,0,0,0
Intepreting America,20100,AMST,0,0,0
Marine Biology,20100,FNR,0,0,0
Modern Hebrew Level III,20100,HEBR,0,0,0
Asian American Pop Culture,20100,AMST,0,0,0
"Biomolecules: Structure, Function, And Engineering Applications",20100,BME,0,0,0
History Of Globalization,20100,HIST,0,0,0
Introduction To Linguistics,20100,LING,0,0,0
Theatre Appreciation,20100,THTR,0,0,0
Intro To American Studies,20100,AMST,0,0,0
Barbie & Other Material Girls,20100,AMST,0,0,0
Sophomore Participation In EPICS,20100,EPCS,0,0,0
Principles of Public Health Science,20100,HSCI,0,0,0
Americn Social Movemnts-Honors,20100,AMST,0,0,0
German Level III,20100,GER,0,0,0
Russian Level III,20100,RUSS,0,0,0
Clinical Practice In Athletic Training - Assist,20100,HK,0,0,0
Aircraft Design And Structures,20100,AT,0,0,0
Italian Level III,20100,ITAL,0,0,0
Ancient Greek Level III,20100,GREK,0,0,0
Pharmacy Procedures For VT -DL,20100,VCS,0,0,0
Thermodynamics In Biological Systems I,20100,ABE,0,0,0
Spanish Level III,20100,SPAN,0,0,0
Latin Level III,20100,LATN,0,0,0
Modern Dance Technique II,20100,DANC,0,0,0
Introduction To American Studies,20100,AMST,0,0,0
Fans Users And Gamers,20100,AMST,0,0,0
Anc Near Eastern Hist & Cult,20100,HIST,0,0,0
Linear Circuit Analysis I,20100,ECE,0,0,0
Intro Asian American Studies,20100,AMST,0,0,0
Standard Arabic Level III,20100,ARAB,0,0,0
Individual Leadership Studies,20100,MSL,0,0,0
Art For Elementary School Teachers,20100,AD,0,0,0
Modern Dance II,20100,DANC,0,0,0
Automobiles In America,20100,AMST,0,0,0
Life Cycle Engineering And Management Of Constructed Facilities,20100,CEM,0,0,0
African American Pop Culture,20100,AMST,0,0,0
Interpreting America,20100,AMST,0,0,0
Communicating Across Culture,20100,AGR,0,0,0
American Sign Language III,20100,ASL,0,0,0
Introduction To Family Processes,20100,HDFS,0,0,0
Introduction To Statistics In Psychology,20100,PSY,0,0,0
History Of The Military Art,20100,HIST,0,0,0
Construction And Maintenance,20100,ASM,0,0,0
Human Anatomy And Physiology,20100,BIOL,0,0,0
Curtin University Of Technology-Exchange,20101,SA,0,0,0
Griffith University-Exchange,20103,SA,0,0,0
James Cook University-Exchange,20104,SA,0,0,0
Monash University-Exchange,20105,SA,0,0,0
Queensland University Of Technology-Exchange,20107,SA,0,0,0
Royal Melbourne Institute Of Technology-Exchange,20108,SA,0,0,0
University Of Adelaide-Exchange,20109,SA,0,0,0
University Of New South Wales-Exchange,20110,SA,0,0,0
"UNSW-Australian Environment, Wildlife And Conservation",20111,SA,0,0,0
UNSW-Beyond The Fatal Shore: Australian History,20112,SA,0,0,0
UNSW-Energy Tomorrow: An Engineering And Management Perspective,20113,SA,0,0,0
"UNSW-Imaging Australia: Australian Film, Literature And Media",20114,SA,0,0,0
UNSW-Tourism And Recreation Management: Sustaining The Attraction Of Australia,20115,SA,0,0,0
Australian National University-Exchange,20116,SA,0,0,0
UNSW Summer International Business,20117,SA,0,0,0
University Of Notre Dame Australia-Exchange,20121,SA,0,0,0
University Of Queensland Exchange,20122,SA,0,0,0
University Of South Australia-Exchange,20123,SA,0,0,0
University of Sydney-Exchange,20124,SA,0,0,0
University Of Western Australia-Exchange,20125,SA,0,0,0
Universidade Federal De Vicosa Brazil Exchange,20127,SA,0,0,0
Universidade de Sao Paulo Exchange,20129,SA,0,0,0
City University Of Hong Kong,20131,SA,0,0,0
Hong Kong Polytechnic University,20134,SA,0,0,0
Hong Kong University Of Science And Technology,20135,SA,0,0,0
Shanghai Jiao Tong University,20137,SA,0,0,0
GEARE Shanghai,20138,SA,0,0,0
Tsinghua University,20139,SA,0,0,0
Engineering Term Abroad- Shanghai Jiao Tong Univeristy,20140,SA,0,0,0
GEARE Junior Year,20140,SA,0,0,0
Shanghai Jiao Tiong University Direct Enroll,20141,SA,0,0,0
University Of Hong Kong Business And Economics,20144,SA,0,0,0
Aarhus School Of Business,20145,SA,0,0,0
Copenhagen Business School,20146,SA,0,0,0
Technical University Of Denmark,20147,SA,0,0,0
University Of Lapland,20148,SA,0,0,0
University Of Strasbourg,20150,SA,0,0,0
Alsatian Universities Consortium,20150,SA,0,0,0
C P E Lyon,20151,SA,0,0,0
CPE Lyon International Summer School,20152,SA,0,0,0
E S T A C A,20154,SA,0,0,0
Grenoble Institute Of Technology,20155,SA,0,0,0
Grenoble Institute Of Technology Summer Program,20156,SA,0,0,0
NOVANCIA,20157,SA,0,0,0
NEGOCIA,20157,SA,0,0,0
Universite' Joseph Fourier Grenoble,20158,SA,0,0,0
ESC Rennes School Of Business,20159,SA,0,0,0
Ruhr University Bochum,20173,SA,0,0,0
Technical University Braunschweig,20174,SA,0,0,0
University Of Applied Sciences Darmstadt,20176,SA,0,0,0
University Of Hannover,20177,SA,0,0,0
Engineering Internships In Hannover Or Clausthal,20178,SA,0,0,0
University Of Karlsruhe,20179,SA,0,0,0
GEARE Karlsruhe,20180,SA,0,0,0
University Of Stuttgart,20181,SA,0,0,0
Stuttgart Summer University,20182,SA,0,0,0
University Of Magdebug Exchange,20183,SA,0,0,0
Munich University Of Applied Sciences,20186,SA,0,0,0
Munich Univ Of Applied Science,20186,SA,0,0,0
Reutlingen University ESB Business School,20187,SA,0,0,0
Vienna University Of Economics And Business,20192,SA,0,0,0
Experiencing German Engineering In Hannover,20193,SA,0,0,0
Experiencing German Engineering In Stuttgart,20194,SA,0,0,0
Dublin Institute Of Technology,20195,SA,0,0,0
University College Dublin,20196,SA,0,0,0
University College Dublin Internship Program,20197,SA,0,0,0
National University Of Ireland - Galway,20198,SA,0,0,0
University Of Galway Exchange,20198,SA,0,0,0
Experiencing German Engineering in Hannover And Stuttgart,20199,SA,0,0,0
Principles Of Food Preparation And Nutrition,20200,NUTR,0,0,0
Standard Arabic Level IV,20200,ARAB,0,0,0
Naval Drill,20200,NS,0,0,0
Japanese Level IV,20200,JPNS,0,0,0
American Sign Language IV,20200,ASL,0,0,0
Latin Level IV,20200,LATN,0,0,0
Chinese Level IV,20200,CHNS,0,0,0
Introductory Pharmacology,20200,PHPR,0,0,0
Italian Level IV,20200,ITAL,0,0,0
Hospitality And Tourism Management Internship,20200,HTM,0,0,0
German Level IV,20200,GER,0,0,0
Ballet II,20200,DANC,0,0,0
Leadership And Teamwork,20200,MSL,0,0,0
Introduction To Art Education,20200,AD,0,0,0
Russian Level IV,20200,RUSS,0,0,0
"Aerospace Vehicle Systems Design, Analysis And Operations",20200,AT,0,0,0
Naval Lab And Physical Training,20200,NS,0,0,0
Portuguese Level IV,20200,PTGS,0,0,0
Human Anatomy And Physiology,20200,BIOL,0,0,0
Ancient Greek Level IV,20200,GREK,0,0,0
Sophomore Participation In EPICS,20200,EPCS,0,0,0
Principles Of Food Preparation And Nutrition,20200,FN,0,0,0
Classical Greek Level IV,20200,GREK,0,0,0
Spanish Level IV,20200,SPAN,0,0,0
Introduction To Quantitative Topics In Psychology,20200,PSY,0,0,0
Spreadsheet Use In Agricultural Business,20200,AGEC,0,0,0
Modern Hebrew Level IV,20200,HEBR,0,0,0
Linear Circuit Analysis II,20200,ECE,0,0,0
Linear Circuit Anly II-Honors,20200,ECE,0,0,0
"Essentials Of Environmental, Occupational, And Radiological Health Sciences",20200,HSCI,0,0,0
Hospitality And Tourism Work Experience,20200,HTM,0,0,0
French Level IV,20200,FR,0,0,0
Thermodynamics In Biological Systems II,20200,ABE,0,0,0
Universita Bocconi,20201,SA,0,0,0
Experience In Food Preparation,20201,FN,0,0,0
Experience In Food Preparation,20201,NUTR,0,0,0
Wonders Of Venice,20202,SA,0,0,0
 University Of Padova,20203,SA,0,0,0
Chuo University,20205,SA,0,0,0
Nanzan University,20206,SA,0,0,0
Osaka University,20208,SA,0,0,0
Tohoku University,20209,SA,0,0,0
University Of Tsukuba,20210,SA,0,0,0
Seijo University,20211,SA,0,0,0
Waseda University,20213,SA,0,0,0
Tec De Monterrey-Cuernavaca,20216,SA,0,0,0
Tec De Monterrey-Guadalajara,20217,SA,0,0,0
Tec De Monterrey-Mexico City,20219,SA,0,0,0
Tec De Monterrey-Queretaro,20221,SA,0,0,0
University Nacional Autonoma Mexico Exchange,20224,SA,0,0,0
Universidad EAFIT Exchange,20225,SA,0,0,0
Universidad EAFIT Direct Enroll,20226,SA,0,0,0
Universidad del Norte,20228,SA,0,0,0
TASSEP,20232,SA,0,0,0
University Of Chile,20237,SA,0,0,0
Universidad de Ingenieria y Tecnologia,20238,SA,0,0,0
Stenden University CHN Retail Business School,20242,SA,0,0,0
Tilburg University,20243,SA,0,0,0
Wageningen University,20244,SA,0,0,0
University Of Canterbury-Exchange,20250,SA,0,0,0
Victoria University Of Wellington-Exchange,20251,SA,0,0,0
University Of Bergen,20255,SA,0,0,0
Nanyang Technological University,20260,SA,0,0,0
National University Of Singapore,20261,SA,0,0,0
Universitat Politecnica de Valencia,20262,SA,0,0,0
Universidad Carlos III De Madrid,20264,SA,0,0,0
Yonsei University,20266,SA,0,0,0
Uppsala University,20272,SA,0,0,0
Swedish Royal Institute Of Technology (KTH),20273,SA,0,0,0
Lucerne University Of Applied Sciences And Arts,20275,SA,0,0,0
Swiss Federal Institute Of Technology,20276,SA,0,0,0
National Chengchi University,20280,SA,0,0,0
Monash University Malaysia,20284,SA,0,0,0
Bogazici University,20286,SA,0,0,0
Imperial College,20290,SA,0,0,0
Lancaster University,20291,SA,0,0,0
Loughborough University,20292,SA,0,0,0
University College London,20295,SA,0,0,0
University Of Bath,20296,SA,0,0,0
