Title,Number,Subject/Abbreviation
Evolution Of The Bible,19900,HONR
Chicago!,19900,HONR
Lincoln & Civil War Era,19900,HONR
Popular Culture,19900,HONR
Intro To 3D Spatial Vis,19900,TECH
Writing Your Childhood,19900,HONR
Topics In Computer And Information Technology,19900,CNIT
Sports And Politics,19900,HONR
The Sustainability Project I,19901,HONR
The Evolution Of Ideas,19901,HONR
The Evolution Of Ideas II,19902,HONR
The Sustainability Project II,19902,HONR
Interdisciplinary Approaches In Writing,19903,HONR
Preparing Tomorrow's Leaders: Purpose And Connection,20000,GS
Undergraduate Sophomore Seminar,20000,AAE
Introduction to Nuclear Engineering,20000,NUCL
Introductory Accounting,20000,MGMT
Chemical Engineering Seminar,20000,CHE
Electrical And Computer Engineering Seminar,20000,ECE
Healthy Lifestyles,20000,HK
Introduction To Environmental Careers,20000,NRES
Thermodynamics I,20000,ME
Introduction To Cognitive Psychology,20000,PSY
Industrial Engineering Seminar,20000,IE
Introduction To The Study Of Religion,20000,REL
Fundamentals Of Chemistry,20000,CHM
History And Philosophy Of Education,20000,EDST
Intro Cogn Psych-Honors,20000,PSY
Introduction To Entrepreneurship And Innovation,20000,ENTR
Global Design Team II,20000,GEP
Professional Development In Consumer Sciences,20000,CSR
Professional Development In Consumer Science,20000,CSR
Beginning Painting,20000,AD
Introduction To The Study Of Political Science,20000,POL
Pharmacy Orientation II,20000,PHRM
Educational Policies And Laws,20010,EDST
Introductory Accounting For Non-Management Majors,20010,MGMT
Business Accounting,20010,MGMT
Cooperative Seminar I,20100,CHE
Italian For Commercial Comm,20100,LC
Introduction To Family Processes,20100,CDFS
Classical Greek Level III,20100,GREK
"Globl Habitats, Cmnty Dev&Sust",20100,AMST
Intro To Linguistics-Honors,20100,LING
French Level III,20100,FR
Plant Propagation,20100,HORT
Engineering In Global Context,20100,ENGR
Interpretation Of The New Testament,20100,REL
Japanese Level III,20100,JPNS
Management Accounting I,20100,MGMT
Anc Jud & Early Christ,20100,HIST
Portuguese Level III,20100,PTGS
Plants And Civilization,20100,BTNY
American Youth Culture,20100,AMST
Linear Circuit Anly I-Honors,20100,ECE
Youth Conformity & Rebellion,20100,AMST
Introduction To Archaeology And World Prehistory,20100,ANTH
Chinese Level III,20100,CHNS
Intepreting America,20100,AMST
Marine Biology,20100,FNR
Modern Hebrew Level III,20100,HEBR
Asian American Pop Culture,20100,AMST
"Biomolecules: Structure, Function, And Engineering Applications",20100,BME
History Of Globalization,20100,HIST
Introduction To Linguistics,20100,LING
Theatre Appreciation,20100,THTR
Intro To American Studies,20100,AMST
Barbie & Other Material Girls,20100,AMST
Sophomore Participation In EPICS,20100,EPCS
Principles of Public Health Science,20100,HSCI
Americn Social Movemnts-Honors,20100,AMST
German Level III,20100,GER
Russian Level III,20100,RUSS
Clinical Practice In Athletic Training - Assist,20100,HK
Aircraft Design And Structures,20100,AT
Italian Level III,20100,ITAL
Ancient Greek Level III,20100,GREK
Pharmacy Procedures For VT -DL,20100,VCS
Thermodynamics In Biological Systems I,20100,ABE
Spanish Level III,20100,SPAN
Latin Level III,20100,LATN
Modern Dance Technique II,20100,DANC
Introduction To American Studies,20100,AMST
Fans Users And Gamers,20100,AMST
Anc Near Eastern Hist & Cult,20100,HIST
Linear Circuit Analysis I,20100,ECE
Intro Asian American Studies,20100,AMST
Standard Arabic Level III,20100,ARAB
Individual Leadership Studies,20100,MSL
Art For Elementary School Teachers,20100,AD
Modern Dance II,20100,DANC
Automobiles In America,20100,AMST
Life Cycle Engineering And Management Of Constructed Facilities,20100,CEM
African American Pop Culture,20100,AMST
Interpreting America,20100,AMST
Communicating Across Culture,20100,AGR
American Sign Language III,20100,ASL
Introduction To Family Processes,20100,HDFS
Introduction To Statistics In Psychology,20100,PSY
History Of The Military Art,20100,HIST
Construction And Maintenance,20100,ASM
Human Anatomy And Physiology,20100,BIOL
Curtin University Of Technology-Exchange,20101,SA
Griffith University-Exchange,20103,SA
James Cook University-Exchange,20104,SA
Monash University-Exchange,20105,SA
Queensland University Of Technology-Exchange,20107,SA
Royal Melbourne Institute Of Technology-Exchange,20108,SA
University Of Adelaide-Exchange,20109,SA
University Of New South Wales-Exchange,20110,SA
"UNSW-Australian Environment, Wildlife And Conservation",20111,SA
UNSW-Beyond The Fatal Shore: Australian History,20112,SA
UNSW-Energy Tomorrow: An Engineering And Management Perspective,20113,SA
"UNSW-Imaging Australia: Australian Film, Literature And Media",20114,SA
UNSW-Tourism And Recreation Management: Sustaining The Attraction Of Australia,20115,SA
Australian National University-Exchange,20116,SA
UNSW Summer International Business,20117,SA
University Of Notre Dame Australia-Exchange,20121,SA
University Of Queensland Exchange,20122,SA
University Of South Australia-Exchange,20123,SA
University of Sydney-Exchange,20124,SA
University Of Western Australia-Exchange,20125,SA
Universidade Federal De Vicosa Brazil Exchange,20127,SA
Universidade de Sao Paulo Exchange,20129,SA
City University Of Hong Kong,20131,SA
Hong Kong Polytechnic University,20134,SA
Hong Kong University Of Science And Technology,20135,SA
Shanghai Jiao Tong University,20137,SA
GEARE Shanghai,20138,SA
Tsinghua University,20139,SA
Engineering Term Abroad- Shanghai Jiao Tong Univeristy,20140,SA
GEARE Junior Year,20140,SA
Shanghai Jiao Tiong University Direct Enroll,20141,SA
University Of Hong Kong Business And Economics,20144,SA
Aarhus School Of Business,20145,SA
Copenhagen Business School,20146,SA
Technical University Of Denmark,20147,SA
University Of Lapland,20148,SA
University Of Strasbourg,20150,SA
Alsatian Universities Consortium,20150,SA
C P E Lyon,20151,SA
CPE Lyon International Summer School,20152,SA
E S T A C A,20154,SA
Grenoble Institute Of Technology,20155,SA
Grenoble Institute Of Technology Summer Program,20156,SA
NOVANCIA,20157,SA
NEGOCIA,20157,SA
Universite' Joseph Fourier Grenoble,20158,SA
ESC Rennes School Of Business,20159,SA
Ruhr University Bochum,20173,SA
Technical University Braunschweig,20174,SA
University Of Applied Sciences Darmstadt,20176,SA
University Of Hannover,20177,SA
Engineering Internships In Hannover Or Clausthal,20178,SA
University Of Karlsruhe,20179,SA
GEARE Karlsruhe,20180,SA
University Of Stuttgart,20181,SA
Stuttgart Summer University,20182,SA
University Of Magdebug Exchange,20183,SA
Munich University Of Applied Sciences,20186,SA
Munich Univ Of Applied Science,20186,SA
Reutlingen University ESB Business School,20187,SA
Vienna University Of Economics And Business,20192,SA
Experiencing German Engineering In Hannover,20193,SA
Experiencing German Engineering In Stuttgart,20194,SA
Dublin Institute Of Technology,20195,SA
University College Dublin,20196,SA
University College Dublin Internship Program,20197,SA
National University Of Ireland - Galway,20198,SA
University Of Galway Exchange,20198,SA
Experiencing German Engineering in Hannover And Stuttgart,20199,SA
Principles Of Food Preparation And Nutrition,20200,NUTR
Standard Arabic Level IV,20200,ARAB
Naval Drill,20200,NS
Japanese Level IV,20200,JPNS
American Sign Language IV,20200,ASL
Latin Level IV,20200,LATN
Chinese Level IV,20200,CHNS
Introductory Pharmacology,20200,PHPR
Italian Level IV,20200,ITAL
Hospitality And Tourism Management Internship,20200,HTM
German Level IV,20200,GER
Ballet II,20200,DANC
Leadership And Teamwork,20200,MSL
Introduction To Art Education,20200,AD
Russian Level IV,20200,RUSS
"Aerospace Vehicle Systems Design, Analysis And Operations",20200,AT
Naval Lab And Physical Training,20200,NS
Portuguese Level IV,20200,PTGS
Human Anatomy And Physiology,20200,BIOL
Ancient Greek Level IV,20200,GREK
Sophomore Participation In EPICS,20200,EPCS
Principles Of Food Preparation And Nutrition,20200,FN
Classical Greek Level IV,20200,GREK
Spanish Level IV,20200,SPAN
Introduction To Quantitative Topics In Psychology,20200,PSY
Spreadsheet Use In Agricultural Business,20200,AGEC
Modern Hebrew Level IV,20200,HEBR
Linear Circuit Analysis II,20200,ECE
Linear Circuit Anly II-Honors,20200,ECE
"Essentials Of Environmental, Occupational, And Radiological Health Sciences",20200,HSCI
Hospitality And Tourism Work Experience,20200,HTM
French Level IV,20200,FR
Thermodynamics In Biological Systems II,20200,ABE
Universita Bocconi,20201,SA
Experience In Food Preparation,20201,FN
Experience In Food Preparation,20201,NUTR
Wonders Of Venice,20202,SA
 University Of Padova,20203,SA
Chuo University,20205,SA
Nanzan University,20206,SA
Osaka University,20208,SA
Tohoku University,20209,SA
University Of Tsukuba,20210,SA
Seijo University,20211,SA
Waseda University,20213,SA
Tec De Monterrey-Cuernavaca,20216,SA
Tec De Monterrey-Guadalajara,20217,SA
Tec De Monterrey-Mexico City,20219,SA
Tec De Monterrey-Queretaro,20221,SA
University Nacional Autonoma Mexico Exchange,20224,SA
Universidad EAFIT Exchange,20225,SA
Universidad EAFIT Direct Enroll,20226,SA
Universidad del Norte,20228,SA
TASSEP,20232,SA
University Of Chile,20237,SA
Universidad de Ingenieria y Tecnologia,20238,SA
Stenden University CHN Retail Business School,20242,SA
Tilburg University,20243,SA
Wageningen University,20244,SA
University Of Canterbury-Exchange,20250,SA
Victoria University Of Wellington-Exchange,20251,SA
University Of Bergen,20255,SA
Nanyang Technological University,20260,SA
National University Of Singapore,20261,SA
Universitat Politecnica de Valencia,20262,SA
Universidad Carlos III De Madrid,20264,SA
Yonsei University,20266,SA
Uppsala University,20272,SA
Swedish Royal Institute Of Technology (KTH),20273,SA
Lucerne University Of Applied Sciences And Arts,20275,SA
Swiss Federal Institute Of Technology,20276,SA
National Chengchi University,20280,SA
Monash University Malaysia,20284,SA
Bogazici University,20286,SA
Imperial College,20290,SA
Lancaster University,20291,SA
Loughborough University,20292,SA
University College London,20295,SA
University Of Bath,20296,SA
University Of Bristol,20297,SA
University of Essex,20298,SA
University Of Kent,20299,SA
Theology Of Paul,20300,REL
Introduction To Research For Professional Writers,20300,ENGL
Biological Bases Of Human Social Behavior,20300,ANTH
Human Anatomy And Physiology,20300,BIOL
Introductory Microeconomics For Food And Agribusiness,20300,AGEC
Jazz Dance II,20300,DANC
Aeromechanics I,20300,AAE
Aviation Operations Management,20300,AT
Principles And Practice Of Geomatics,20300,CE
Introduction To Research Methods In Psychology,20300,PSY
University of Strathclyde Business School,20301,SA
University Of Sussex,20302,SA
University Of St Andrews,20303,SA
University Of Leeds Exchange,20304,SA
University Of Dundee Exchange,20305,SA
Coventry University,20307,SA
Monash University South Africa,20310,SA
U Of Notre Dame Australia - Sydney,20311,SA
Biomechanics Of Hard And Soft Tissues,20400,BME
Introduction To Christian Theology,20400,REL
Introduction To Biological Anthropology And Human Evolution,20400,ANTH
Crop and Weed Identification,20400,BTNY
Human Anatomy And Physiology,20400,BIOL
Organic Chemistry I,20400,MCMP
Introduction To Resource Economics And Environmental Policy,20400,AGEC
Aeromechanics II,20400,AAE
Critical Perspectives On Communication,20400,COM
Crop And Weed Identification,20400,AGRY
Aeromechanics II Laboratory,20401,AAE
Food Science I,20500,FN
Human Cultural Diversity,20500,ANTH
Nuclear Engineering Undergraduate Laboratory I,20500,NUCL
Organic Chemistry II,20500,MCMP
Exploring Teaching As A Career,20500,EDCI
Human Cultural Diver-Honors,20500,ANTH
Human Cultural Diversity-Honor,20500,ANTH
Small Animal Nursing Clinical Mentorship I-DL,20500,VM
Design III,20500,AD
Biomolecular And Cellular Systems Laboratory,20500,BME
Food Science I,20500,NUTR
Human Cultrl Dvrsty-Honors,20500,ANTH
Humn Cultural Diversity-Honors,20500,ANTH
Human Culturl Dvrsty-Honors,20500,ANTH
Chemical Engineering Calculations,20500,CHE
Introduction To Creative Writing,20500,ENGL
Accelerated Intermediate Italian,20500,ITAL
Biology For Elementary School Teachers,20500,BIOL
Computations For Engineering Systems,20500,ABE
Statics For Aerostructures,20501,AT
Biomechanics And Biomaterials Laboratory,20600,BME
Philosophy Of Religion,20600,PHIL
Small Animal Nursing Clinical Mentorship II-DL,20600,VM
Biology For Elementary School Teachers,20600,BIOL
Health Assessment,20600,NUR
General Entomology,20600,ENTM
Studio In Visual Communications Design,20600,AD
The Microbial World,20700,BTNY
Small Animal Nursing Clinical Mentorship III-DL,20700,VM
Health Assessment - Clinic,20700,NUR
General Entomology Laboratory,20700,ENTM
ePortfolio I,20700,PTEC
AC Electronics Circuit Analysis,20700,ECET
Electronic Measurement Techniques,20700,ECE
Introduction To Aircraft Systems,20700,AT
Prevention And Treatment Of Athletic Injuries,20800,HK
Aircraft Materials II,20800,AT
Large Animal Medical Nursing Clinical Mentorship -DL,20800,VM
Electronic Devices And Design Laboratory,20800,ECE
Biochemistry For Pharmaceutical Sciences,20800,MCMP
Aircraft Materials,20802,AT
Introduction To Microcontrollers,20900,ECET
Civilian Unmanned Aerial Systems,20900,AT
Introduction To Retail Management,20900,CSR
Elementary School Physical Education Methods,20900,HK
Equine Medical Nursing Clinical Mentorship - DL,20900,VM
Biological Applications Of Material And Energy Balances,21000,ABE
Principles Of Economics,21000,ECON
Introduction To Human Development,21000,CDFS
Educ Scholar Program I-Honors,21000,EDCI
History And Philosophy Of Physical Education,21000,HK
Small Animal Anesthesia-Clinical Mentorship-DL,21000,VM
Introduction To Human Development,21000,HDFS
Technology And Culture,21000,ANTH
Fundamentals Of Turfgrass Culture,21000,HORT
The Making Of Modern Africa,21000,HIST
Educ Scholar Prog I-Honors,21000,EDCI
Leadership Development Seminar,21000,GS
Education Scholars Program I,21000,EDCI
Introduction To Insect Behavior,21000,ENTM
Debating Public Issues,21000,COM
Natural Resource Information Management,21000,FNR
Small Farm Experience I,21000,SFS
Thermodynamics Principles Of Engineering And Biological Systems,21000,ABE
Teaming Principles,21000,SCI
Fundamentals Of Turfgrass Culture,21000,AGRY
Ground Trainer I,21000,AT
Raster Imaging For Computer Graphics,21100,CGT
Introductory Chemical Engineering Thermodynamics,21100,CHE
Ground Trainer II,21100,AT
The Global Field: World Soccer And Global History,21100,HIST
Educ Scholar Progrm II-Honors,21100,EDCI
Clinical Applications Of Health/Fitness Concepts I,21100,HK
Conversation Supplement To Russian Level III,21100,RUSS
Elementary Spanish Conversation II,21100,SPAN
Food Animal and Equine Anesthesia-Clinical Mentorship-DL,21100,VM
Applied Strength Of Materials,21100,MET
Elementary German Conversation II,21100,GER
Education Scholar Program II,21100,EDCI
