"","Title","Number","Abbreviation","AvgWorkloadRating","AvgDifficultyRating","AvgUtilityRating"
"566","Introduction To Tourism Management",17300,"HTM",0,0,0
"567","Calculus And Analytic Geometry II",17300,"MA",0,0,0
"568","Multivariable Calculus",17400,"MA",0,0,0
"569","Information Strategies For Management",17500,"MGMT",0,0,0
"570","Information Strategies-Honors",17500,"GS",0,0,0
"572","Construction Materials And Methods",17500,"BCM",0,0,0
"573","Visual Programming",17500,"CNIT",0,0,0
"574","Information Technology Architectures",17600,"CNIT",0,0,0
"575","Professional Internship I",17600,"ENGR",0,0,0
"576","Programming With Multimedia Objects",17700,"CS",0,0,0
"577","Data Acquisition And Systems Control",17700,"ECET",0,0,0
"578","Study Skills Seminar",17700,"GS",0,0,0
"579","Introduction To Digital Systems",17900,"ECET",0,0,0
"580","Introduction To Systems Development",18000,"CNIT",0,0,0
"581"," Engineering Tech Foundations",18000,"ENGT",0,0,0
"583","Problem Solving And Object-Oriented Programming",18000,"CS",0,0,0
"584","Minorities In Engineering Seminar",18000,"ENGR",0,0,0
"585","Engineering Technology Applications",18100,"ENGT",0,0,0
"587","Honors Calculus I",18100,"MA",0,0,0
"588","Classical World Civilizations",18100,"CLCS",0,0,0
"589","Orientation To Animal Sciences",18100,"ANSC",0,0,0
"590","Lodging Management",18100,"HTM",0,0,0
"591","Foundations Of Computer Science",18200,"CS",0,0,0
"592","Honors Calculus II",18200,"MA",0,0,0
"593","Cooperative Work Experience I",18300,"CHM",0,0,0
"594","Professional Practicum I",18300,"MA",0,0,0
"595","Professional Practice I",18300,"PHYS",0,0,0
"596","Cooperative Work Experience I",18300,"STAT",0,0,0
"597","Professional Practice I",18300,"CS",0,0,0
"598","Professional Practicum II",18400,"MA",0,0,0
"599","Cooperative Work Experience II",18400,"STAT",0,0,0
"600","Professional Practice II",18400,"PHYS",0,0,0
"601","Cooperative Work Experience II",18400,"CHM",0,0,0
"602","Professional Practice II",18400,"CS",0,0,0
"603","Intro To Algebra",19000,"MA",0,0,0
"604","Topics In Computer Science",19000,"CS",0,0,0
"607","Toxicology Lab Experience",19000,"HSCI",0,0,0
"609","Topics In Industrial Technology",19000,"IT",0,0,0
"612","First Year Statistics Seminar",19000,"STAT",0,0,0
"613","Introduction To Electrical And Computer Engineering",19000,"ECE",0,0,0
"616","Intro To MGMT & Info Strat",19000,"MGMT",0,0,0
"617","Introduction To Materials Engineering",19000,"MSE",0,0,0
"624","Rock And Mineral Lab",19100,"EAS",0,0,0
"626","Freshman Resources Seminar",19100,"CS",0,0,0
"627","Planet Earth Laboratory",19100,"EAPS",0,0,0
"633","Construction Internship I",19100,"CEM",0,0,0
"634","Supervised Work Experience",19100,"IT",0,0,0
"635","Cooperative And Professional Work Experience I",19100,"AD",0,0,0
"636","Part-Time Curricular Practical Training",19100,"SCI",0,0,0
"638","Sanitation And Health In Foodservice, Lodging, And Tourism",19100,"HTM",0,0,0
"640","Cooperative And Professional Work Experience II",19200,"AD",0,0,0
"641","Cooperative And Professional Work Experience III",19300,"AD",0,0,0
"642","Freshman Chemistry Orientation",19400,"CHM",0,0,0
"643","Women In Engineering Seminar",19400,"ENGR",0,0,0
"644","Cooperative And Professional Work Experience IV",19400,"AD",0,0,0
"645","Cooperative And Professional Work Experience V",19500,"AD",0,0,0
"646","ENGR Leadership",19500,"ENGR",0,0,0
"647","The Historian's Craft: Historical Research And Film",19500,"HIST",0,0,0
"648","Ecology Of Plant Reproduction",19500,"BIOL",0,0,0
"650","Science Mentoring",19500,"SCI",0,0,0
"667","Freshman Scholars Project Seminar",19500,"HSCI",0,0,0
"676","School Of Health Sciences Freshman Honors Seminar",19501,"HSCI",0,0,0
"677","School Of Health Sciences Freshman Honors Project",19601,"HSCI",0,0,0
"678","Purdue Promise First-Year Experience Course",19700,"GS",0,0,0
"679","EAS Freshman Honors Special Assignment",19700,"EAS",0,0,0
"680","Chemistry Freshman Honors Research",19700,"CHM",0,0,0
"681","Biology Freshman Honors Seminar",19700,"BIOL",0,0,0
"682","First Year Honors Seminar",19700,"CSR",0,0,0
"683","Freshman Honors Seminar",19700,"CS",0,0,0
"684","Health&Human Science First Year Honors Seminar-Global Challenges In Human Health And Quality Of Life",19700,"HHS",0,0,0
"685","Wild Things Learning Community",19800,"FNR",0,0,0
"686","McDonldiztn Of Society",19900,"HONR",0,0,0
"689","Independent Learning Module",19900,"TECH",0,0,0
"692","Strategies For A Successful First Year",19900,"GS",0,0,0
"694","Veterans Learning Community",19900,"CNIT",0,0,0
"727","The Sustainability Project I",19901,"HONR",0,0,0
"729","The Evolution Of Ideas II",19902,"HONR",0,0,0
"731","Interdisciplinary Approaches In Writing",19903,"HONR",0,0,0
"732","Preparing Tomorrow's Leaders: Purpose And Connection",20000,"GS",0,0,0
"733","Undergraduate Sophomore Seminar",20000,"AAE",0,0,0
"734","Introduction to Nuclear Engineering",20000,"NUCL",0,0,0
"735","Introductory Accounting",20000,"MGMT",0,0,0
"736","Chemical Engineering Seminar",20000,"CHE",0,0,0
"737","Electrical And Computer Engineering Seminar",20000,"ECE",0,0,0
"738","Healthy Lifestyles",20000,"HK",0,0,0
"739","Introduction To Environmental Careers",20000,"NRES",0,0,0
"740","Thermodynamics I",20000,"ME",0,0,0
"741","Introduction To Cognitive Psychology",20000,"PSY",0,0,0
"742","Industrial Engineering Seminar",20000,"IE",0,0,0
"743","Introduction To The Study Of Religion",20000,"REL",0,0,0
"744","Fundamentals Of Chemistry",20000,"CHM",0,0,0
"745","History And Philosophy Of Education",20000,"EDST",0,0,0
"747","Introduction To Entrepreneurship And Innovation",20000,"ENTR",0,0,0
"748","Global Design Team II",20000,"GEP",0,0,0
"749","Professional Development In Consumer Sciences",20000,"CSR",0,0,0
"751","Beginning Painting",20000,"AD",0,0,0
"752","Introduction To The Study Of Political Science",20000,"POL",0,0,0
"753","Pharmacy Orientation II",20000,"PHRM",0,0,0
"754","Educational Policies And Laws",20010,"EDST",0,0,0
"755","Introductory Accounting For Non-Management Majors",20010,"MGMT",0,0,0
"757","Cooperative Seminar I",20100,"CHE",0,0,0
"758","Italian For Commercial Comm",20100,"LC",0,0,0
"759","Introduction To Family Processes",20100,"CDFS",0,0,0
"760","Classical Greek Level III",20100,"GREK",0,0,0
"761","Globl Habitats, Cmnty Dev&Sust",20100,"AMST",0,0,0
"762","Intro To Linguistics-Honors",20100,"LING",0,0,0
"763","French Level III",20100,"FR",0,0,0
"764","Plant Propagation",20100,"HORT",0,0,0
"765","Engineering In Global Context",20100,"ENGR",0,0,0
"766","Interpretation Of The New Testament",20100,"REL",0,0,0
"767","Japanese Level III",20100,"JPNS",0,0,0
"768","Management Accounting I",20100,"MGMT",0,0,0
"769","Anc Jud & Early Christ",20100,"HIST",0,0,0
"770","Portuguese Level III",20100,"PTGS",0,0,0
"771","Plants And Civilization",20100,"BTNY",0,0,0
"773","Linear Circuit Anly I-Honors",20100,"ECE",0,0,0
"775","Introduction To Archaeology And World Prehistory",20100,"ANTH",0,0,0
"776","Chinese Level III",20100,"CHNS",0,0,0
"778","Marine Biology",20100,"FNR",0,0,0
"779","Modern Hebrew Level III",20100,"HEBR",0,0,0
"781","Biomolecules: Structure, Function, And Engineering Applications",20100,"BME",0,0,0
"784","Theatre Appreciation",20100,"THTR",0,0,0
"787","Sophomore Participation In EPICS",20100,"EPCS",0,0,0
"788","Principles of Public Health Science",20100,"HSCI",0,0,0
"790","German Level III",20100,"GER",0,0,0
"791","Russian Level III",20100,"RUSS",0,0,0
"792","Clinical Practice In Athletic Training - Assist",20100,"HK",0,0,0
"793","Aircraft Design And Structures",20100,"AT",0,0,0
"794","Italian Level III",20100,"ITAL",0,0,0
"796","Pharmacy Procedures For VT -DL",20100,"VCS",0,0,0
"797","Thermodynamics In Biological Systems I",20100,"ABE",0,0,0
"798","Spanish Level III",20100,"SPAN",0,0,0
"799","Latin Level III",20100,"LATN",0,0,0
"800","Modern Dance Technique II",20100,"DANC",0,0,0
"806","Standard Arabic Level III",20100,"ARAB",0,0,0
"807","Individual Leadership Studies",20100,"MSL",0,0,0
"808","Art For Elementary School Teachers",20100,"AD",0,0,0
"811","Life Cycle Engineering And Management Of Constructed Facilities",20100,"CEM",0,0,0
"814","Communicating Across Culture",20100,"AGR",0,0,0
"815","American Sign Language III",20100,"ASL",0,0,0
"816","Introduction To Family Processes",20100,"HDFS",0,0,0
"817","Introduction To Statistics In Psychology",20100,"PSY",0,0,0
"819","Construction And Maintenance",20100,"ASM",0,0,0
"820","Human Anatomy And Physiology",20100,"BIOL",0,0,0
"821","Curtin University Of Technology-Exchange",20101,"SA",0,0,0
"822","Griffith University-Exchange",20103,"SA",0,0,0
"823","James Cook University-Exchange",20104,"SA",0,0,0
"824","Monash University-Exchange",20105,"SA",0,0,0
"825","Queensland University Of Technology-Exchange",20107,"SA",0,0,0
"826","Royal Melbourne Institute Of Technology-Exchange",20108,"SA",0,0,0
"827","University Of Adelaide-Exchange",20109,"SA",0,0,0
"828","University Of New South Wales-Exchange",20110,"SA",0,0,0
"829","UNSW-Australian Environment, Wildlife And Conservation",20111,"SA",0,0,0
"830","UNSW-Beyond The Fatal Shore: Australian History",20112,"SA",0,0,0
"831","UNSW-Energy Tomorrow: An Engineering And Management Perspective",20113,"SA",0,0,0
"832","UNSW-Imaging Australia: Australian Film, Literature And Media",20114,"SA",0,0,0
"833","UNSW-Tourism And Recreation Management: Sustaining The Attraction Of Australia",20115,"SA",0,0,0
"834","Australian National University-Exchange",20116,"SA",0,0,0
"835","UNSW Summer International Business",20117,"SA",0,0,0
"836","University Of Notre Dame Australia-Exchange",20121,"SA",0,0,0
"837","University Of Queensland Exchange",20122,"SA",0,0,0
"838","University Of South Australia-Exchange",20123,"SA",0,0,0
"839","University of Sydney-Exchange",20124,"SA",0,0,0
"840","University Of Western Australia-Exchange",20125,"SA",0,0,0
"841","Universidade Federal De Vicosa Brazil Exchange",20127,"SA",0,0,0
"842","Universidade de Sao Paulo Exchange",20129,"SA",0,0,0
"843","City University Of Hong Kong",20131,"SA",0,0,0
"844","Hong Kong Polytechnic University",20134,"SA",0,0,0
"845","Hong Kong University Of Science And Technology",20135,"SA",0,0,0
"846","Shanghai Jiao Tong University",20137,"SA",0,0,0
"847","GEARE Shanghai",20138,"SA",0,0,0
"848","Tsinghua University",20139,"SA",0,0,0
"849","Engineering Term Abroad- Shanghai Jiao Tong Univeristy",20140,"SA",0,0,0
"851","Shanghai Jiao Tiong University Direct Enroll",20141,"SA",0,0,0
"852","University Of Hong Kong Business And Economics",20144,"SA",0,0,0
"853","Aarhus School Of Business",20145,"SA",0,0,0
"854","Copenhagen Business School",20146,"SA",0,0,0
"855","Technical University Of Denmark",20147,"SA",0,0,0
"856","University Of Lapland",20148,"SA",0,0,0
"857","University Of Strasbourg",20150,"SA",0,0,0
"859","C P E Lyon",20151,"SA",0,0,0
"860","CPE Lyon International Summer School",20152,"SA",0,0,0
"861","E S T A C A",20154,"SA",0,0,0
"862","Grenoble Institute Of Technology",20155,"SA",0,0,0
"863","Grenoble Institute Of Technology Summer Program",20156,"SA",0,0,0
"864","NOVANCIA",20157,"SA",0,0,0
"866","Universite' Joseph Fourier Grenoble",20158,"SA",0,0,0
"867","ESC Rennes School Of Business",20159,"SA",0,0,0
"868","Ruhr University Bochum",20173,"SA",0,0,0
"869","Technical University Braunschweig",20174,"SA",0,0,0
"870","University Of Applied Sciences Darmstadt",20176,"SA",0,0,0
"871","University Of Hannover",20177,"SA",0,0,0
"872","Engineering Internships In Hannover Or Clausthal",20178,"SA",0,0,0
"873","University Of Karlsruhe",20179,"SA",0,0,0
"874","GEARE Karlsruhe",20180,"SA",0,0,0
"875","University Of Stuttgart",20181,"SA",0,0,0
"876","Stuttgart Summer University",20182,"SA",0,0,0
"877","University Of Magdebug Exchange",20183,"SA",0,0,0
"878","Munich University Of Applied Sciences",20186,"SA",0,0,0
"880","Reutlingen University ESB Business School",20187,"SA",0,0,0
"881","Vienna University Of Economics And Business",20192,"SA",0,0,0
"882","Experiencing German Engineering In Hannover",20193,"SA",0,0,0
"883","Experiencing German Engineering In Stuttgart",20194,"SA",0,0,0
"884","Dublin Institute Of Technology",20195,"SA",0,0,0
"885","University College Dublin",20196,"SA",0,0,0
"886","University College Dublin Internship Program",20197,"SA",0,0,0
"887","National University Of Ireland - Galway",20198,"SA",0,0,0
"889","Experiencing German Engineering in Hannover And Stuttgart",20199,"SA",0,0,0
"890","Principles Of Food Preparation And Nutrition",20200,"NUTR",0,0,0
"891","Standard Arabic Level IV",20200,"ARAB",0,0,0
"892","Naval Drill",20200,"NS",0,0,0
"893","Japanese Level IV",20200,"JPNS",0,0,0
"894","American Sign Language IV",20200,"ASL",0,0,0
"895","Latin Level IV",20200,"LATN",0,0,0
"896","Chinese Level IV",20200,"CHNS",0,0,0
"897","Introductory Pharmacology",20200,"PHPR",0,0,0
"898","Italian Level IV",20200,"ITAL",0,0,0
"899","Hospitality And Tourism Management Internship",20200,"HTM",0,0,0
"900","German Level IV",20200,"GER",0,0,0
"901","Ballet II",20200,"DANC",0,0,0
"902","Leadership And Teamwork",20200,"MSL",0,0,0
"903","Introduction To Art Education",20200,"AD",0,0,0
"904","Russian Level IV",20200,"RUSS",0,0,0
"905","Aerospace Vehicle Systems Design, Analysis And Operations",20200,"AT",0,0,0
"907","Portuguese Level IV",20200,"PTGS",0,0,0
"908","Human Anatomy And Physiology",20200,"BIOL",0,0,0
"909","Ancient Greek Level IV",20200,"GREK",0,0,0
"910","Sophomore Participation In EPICS",20200,"EPCS",0,0,0
"911","Principles Of Food Preparation And Nutrition",20200,"FN",0,0,0
"913","Spanish Level IV",20200,"SPAN",0,0,0
"914","Introduction To Quantitative Topics In Psychology",20200,"PSY",0,0,0
"915","Spreadsheet Use In Agricultural Business",20200,"AGEC",0,0,0
"916","Modern Hebrew Level IV",20200,"HEBR",0,0,0
"917","Linear Circuit Analysis II",20200,"ECE",0,0,0
"919","Essentials Of Environmental, Occupational, And Radiological Health Sciences",20200,"HSCI",0,0,0
"921","French Level IV",20200,"FR",0,0,0
"922","Thermodynamics In Biological Systems II",20200,"ABE",0,0,0
"923","Universita Bocconi",20201,"SA",0,0,0
"924","Experience In Food Preparation",20201,"FN",0,0,0
"925","Experience In Food Preparation",20201,"NUTR",0,0,0
"926","Wonders Of Venice",20202,"SA",0,0,0
"927"," University Of Padova",20203,"SA",0,0,0
"928","Chuo University",20205,"SA",0,0,0
"929","Nanzan University",20206,"SA",0,0,0
"930","Osaka University",20208,"SA",0,0,0
"931","Tohoku University",20209,"SA",0,0,0
"932","University Of Tsukuba",20210,"SA",0,0,0
"933","Seijo University",20211,"SA",0,0,0
"934","Waseda University",20213,"SA",0,0,0
"935","Tec De Monterrey-Cuernavaca",20216,"SA",0,0,0
"936","Tec De Monterrey-Guadalajara",20217,"SA",0,0,0
"937","Tec De Monterrey-Mexico City",20219,"SA",0,0,0
"938","Tec De Monterrey-Queretaro",20221,"SA",0,0,0
"939","University Nacional Autonoma Mexico Exchange",20224,"SA",0,0,0
"940","Universidad EAFIT Exchange",20225,"SA",0,0,0
"941","Universidad EAFIT Direct Enroll",20226,"SA",0,0,0
"942","Universidad del Norte",20228,"SA",0,0,0
"943","TASSEP",20232,"SA",0,0,0
"944","University Of Chile",20237,"SA",0,0,0
"945","Universidad de Ingenieria y Tecnologia",20238,"SA",0,0,0
"946","Stenden University CHN Retail Business School",20242,"SA",0,0,0
"947","Tilburg University",20243,"SA",0,0,0
"948","Wageningen University",20244,"SA",0,0,0
"949","University Of Canterbury-Exchange",20250,"SA",0,0,0
"950","Victoria University Of Wellington-Exchange",20251,"SA",0,0,0
"951","University Of Bergen",20255,"SA",0,0,0
"952","Nanyang Technological University",20260,"SA",0,0,0
"953","National University Of Singapore",20261,"SA",0,0,0
"954","Universitat Politecnica de Valencia",20262,"SA",0,0,0
"955","Universidad Carlos III De Madrid",20264,"SA",0,0,0
"956","Yonsei University",20266,"SA",0,0,0
"957","Uppsala University",20272,"SA",0,0,0
"958","Swedish Royal Institute Of Technology (KTH)",20273,"SA",0,0,0
"959","Lucerne University Of Applied Sciences And Arts",20275,"SA",0,0,0
"960","Swiss Federal Institute Of Technology",20276,"SA",0,0,0
"961","National Chengchi University",20280,"SA",0,0,0
"962","Monash University Malaysia",20284,"SA",0,0,0
"963","Bogazici University",20286,"SA",0,0,0
"964","Imperial College",20290,"SA",0,0,0
"965","Lancaster University",20291,"SA",0,0,0
"966","Loughborough University",20292,"SA",0,0,0
"967","University College London",20295,"SA",0,0,0
"968","University Of Bath",20296,"SA",0,0,0
"969","University Of Bristol",20297,"SA",0,0,0
"970","University of Essex",20298,"SA",0,0,0
"971","University Of Kent",20299,"SA",0,0,0
"972","Theology Of Paul",20300,"REL",0,0,0
"973","Introduction To Research For Professional Writers",20300,"ENGL",0,0,0
"974","Biological Bases Of Human Social Behavior",20300,"ANTH",0,0,0
"975","Human Anatomy And Physiology",20300,"BIOL",0,0,0
"976","Introductory Microeconomics For Food And Agribusiness",20300,"AGEC",0,0,0
"977","Jazz Dance II",20300,"DANC",0,0,0
"978","Aeromechanics I",20300,"AAE",0,0,0
"979","Aviation Operations Management",20300,"AT",0,0,0
"980","Principles And Practice Of Geomatics",20300,"CE",0,0,0
"981","Introduction To Research Methods In Psychology",20300,"PSY",0,0,0
"982","University of Strathclyde Business School",20301,"SA",0,0,0
"983","University Of Sussex",20302,"SA",0,0,0
"984","University Of St Andrews",20303,"SA",0,0,0
"985","University Of Leeds Exchange",20304,"SA",0,0,0
"986","University Of Dundee Exchange",20305,"SA",0,0,0
"987","Coventry University",20307,"SA",0,0,0
"988","Monash University South Africa",20310,"SA",0,0,0
"989","U Of Notre Dame Australia - Sydney",20311,"SA",0,0,0
"990","Biomechanics Of Hard And Soft Tissues",20400,"BME",0,0,0
"991","Introduction To Christian Theology",20400,"REL",0,0,0
"992","Introduction To Biological Anthropology And Human Evolution",20400,"ANTH",0,0,0
"993","Crop and Weed Identification",20400,"BTNY",0,0,0
"994","Human Anatomy And Physiology",20400,"BIOL",0,0,0
"995","Organic Chemistry I",20400,"MCMP",0,0,0
"996","Introduction To Resource Economics And Environmental Policy",20400,"AGEC",0,0,0
"997","Aeromechanics II",20400,"AAE",0,0,0
"998","Critical Perspectives On Communication",20400,"COM",0,0,0
"999","Crop And Weed Identification",20400,"AGRY",0,0,0
"1000","Aeromechanics II Laboratory",20401,"AAE",0,0,0
